VIVIENDA_REF_ID,RADIO_REF_ID,TIPVV,V01,URP,DPTO,PROV,HOGAR_REF_ID,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,PROP,TOTPERS,AGLOMERADO,PERSONA_REF_ID,P01,P02,P03,P05,P06,P07,P12,P08,P09,P10,CONDACT,IX_TOT_
6035167,19519,1,1.0,1,6532,6,5327619,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,7,1,4,0,16562768,1,1,37,1,0,1,1,2,4,2,1,4
6035167,19519,1,1.0,1,6532,6,5327619,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,7,1,4,0,16562769,2,2,34,1,0,1,1,2,7,1,1,4
6035167,19519,1,1.0,1,6532,6,5327619,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,7,1,4,0,16562770,3,1,9,1,0,1,1,1,2,2,0,4
6035167,19519,1,1.0,1,6532,6,5327619,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,7,1,4,0,16562771,3,2,5,1,0,2,1,1,1,0,0,4
6034841,19519,1,1.0,1,6532,6,5327367,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,5,1,2,0,16562101,1,1,69,1,0,1,2,2,4,2,3,2
6034841,19519,1,1.0,1,6532,6,5327367,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,5,1,2,0,16562102,2,2,63,1,0,1,1,2,4,1,3,2
6034913,19519,1,1.0,1,6532,6,5327424,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,7,1,4,0,16562249,1,1,51,1,0,1,1,2,4,1,1,4
6034913,19519,1,1.0,1,6532,6,5327424,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,7,1,4,0,16562250,2,2,49,1,0,1,1,2,6,1,3,4
6034913,19519,1,1.0,1,6532,6,5327424,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,7,1,4,0,16562251,3,2,18,1,0,1,1,1,4,2,3,4
6034913,19519,1,1.0,1,6532,6,5327424,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,7,1,4,0,16562252,7,2,5,1,0,2,1,1,1,0,0,4
6034926,19519,1,1.0,1,6532,6,5327434,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,2,0,16562280,1,2,55,1,0,1,1,2,6,1,1,2
6034926,19519,1,1.0,1,6532,6,5327434,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,2,0,16562281,3,1,32,1,0,1,1,2,6,1,1,2
6034955,19519,1,1.0,1,6532,6,5327456,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,6,1,1,0,16562344,1,2,58,1,0,1,1,2,4,1,1,1
6034986,19519,1,1.0,1,6532,6,5327477,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,3,1,6,0,16562386,1,2,93,1,0,1,2,2,4,1,3,6
6034986,19519,1,1.0,1,6532,6,5327477,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,3,1,6,0,16562387,3,2,55,1,0,1,1,2,4,1,1,6
6034986,19519,1,1.0,1,6532,6,5327477,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,3,1,6,0,16562388,4,1,56,1,0,1,2,2,4,2,1,6
6034986,19519,1,1.0,1,6532,6,5327477,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,3,1,6,0,16562389,5,2,28,1,0,1,1,2,4,1,1,6
6034986,19519,1,1.0,1,6532,6,5327477,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,3,1,6,0,16562390,5,2,26,1,0,1,1,1,7,2,1,6
6034986,19519,1,1.0,1,6532,6,5327477,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,3,1,6,0,16562391,7,2,8,1,0,1,1,1,2,2,0,6
6034855,19519,1,1.0,1,6532,6,5327379,1,2.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,2,0,16562146,1,2,90,1,0,1,2,2,2,1,3,2
6034855,19519,1,1.0,1,6532,6,5327379,1,2.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,2,0,16562147,3,2,69,1,0,1,2,2,7,2,1,2
6034874,19519,1,1.0,1,6532,6,5327396,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,5,3,3,0,16562187,1,1,56,1,0,1,2,2,2,1,1,3
6034874,19519,1,1.0,1,6532,6,5327396,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,5,3,3,0,16562188,2,2,50,1,0,1,2,2,6,1,1,3
6034874,19519,1,1.0,1,6532,6,5327396,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,5,3,3,0,16562189,3,1,14,1,0,1,1,1,4,2,1,3
6034937,19519,1,1.0,1,6532,6,5327443,1,1.0,1,1,1.0,1,1,1,1.0,1.0,2,5,3,2,0,16562304,1,1,50,1,0,1,1,2,4,1,1,2
6034937,19519,1,1.0,1,6532,6,5327443,1,1.0,1,1,1.0,1,1,1,1.0,1.0,2,5,3,2,0,16562305,2,2,51,1,0,1,1,2,4,1,1,2
6034951,19519,1,1.0,1,6532,6,5327453,1,2.0,1,1,1.0,1,1,1,1.0,1.0,2,9,1,1,0,16562335,1,2,88,1,0,1,2,2,6,1,3,1
6035022,19519,1,1.0,1,6532,6,5327512,1,3.0,1,1,1.0,1,1,1,1.0,2.0,2,3,1,2,0,16562469,1,1,64,1,0,1,2,2,4,1,1,2
6035022,19519,1,1.0,1,6532,6,5327512,1,3.0,1,1,1.0,1,1,1,1.0,2.0,2,3,1,2,0,16562470,2,2,60,1,0,1,2,2,4,1,3,2
6035065,19519,1,1.0,1,6532,6,5327548,1,2.0,1,1,1.0,1,1,1,1.0,1.0,2,4,3,2,0,16562574,1,1,48,1,0,1,1,1,7,2,1,2
6035065,19519,1,1.0,1,6532,6,5327548,1,2.0,1,1,1.0,1,1,1,1.0,1.0,2,4,3,2,0,16562575,2,2,42,2,447,1,1,2,7,1,1,2
6035074,19519,1,1.0,1,6532,6,5327553,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,6,1,3,0,16562584,1,1,69,1,0,1,2,2,4,1,3,3
6035074,19519,1,1.0,1,6532,6,5327553,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,6,1,3,0,16562585,2,2,69,1,0,1,1,2,7,1,1,3
6035074,19519,1,1.0,1,6532,6,5327553,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,6,1,3,0,16562586,3,1,30,1,0,1,1,2,4,1,1,3
6035137,19519,1,1.0,1,6532,6,5327598,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,6,3,6,0,16562708,1,1,48,1,0,1,1,2,6,1,1,6
6035137,19519,1,1.0,1,6532,6,5327598,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,6,3,6,0,16562709,2,2,37,1,0,1,1,2,4,1,1,6
6035137,19519,1,1.0,1,6532,6,5327598,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,6,3,6,0,16562710,3,1,11,1,0,1,1,1,2,2,0,6
6035137,19519,1,1.0,1,6532,6,5327598,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,6,3,6,0,16562711,3,2,9,1,0,1,1,1,2,2,0,6
6035137,19519,1,1.0,1,6532,6,5327598,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,6,3,6,0,16562712,3,1,8,1,0,1,1,1,2,2,0,6
6035137,19519,1,1.0,1,6532,6,5327598,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,6,3,6,0,16562713,3,2,3,1,0,2,2,1,1,0,0,6
6035141,19519,1,1.0,1,6532,6,5327600,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,2,0,16562719,1,1,69,1,0,1,2,2,2,1,3,2
6035141,19519,1,1.0,1,6532,6,5327600,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,2,0,16562720,7,2,75,1,0,1,2,1,2,2,2,2
6034858,19519,1,1.0,1,6532,6,5327382,1,1.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,2,0,16562152,1,1,68,1,0,1,2,2,7,1,3,2
6034858,19519,1,1.0,1,6532,6,5327382,1,1.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,2,0,16562153,2,2,41,1,0,1,1,2,4,2,3,2
6034920,19519,1,1.0,1,6532,6,5327429,1,1.0,1,1,1.0,1,1,1,1.0,1.0,4,6,1,2,0,16562267,1,1,67,1,0,1,1,2,7,1,3,2
6034920,19519,1,1.0,1,6532,6,5327429,1,1.0,1,1,1.0,1,1,1,1.0,1.0,4,6,1,2,0,16562268,2,2,60,1,0,1,1,2,4,1,3,2
6034945,19519,1,1.0,1,6532,6,5327447,1,2.0,1,1,1.0,1,1,1,1.0,1.0,1,2,1,1,0,16562316,1,2,67,1,0,1,1,2,6,1,3,1
6035029,19519,1,1.0,1,6532,6,5327520,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,3,1,2,0,16562498,1,2,69,1,0,1,2,2,2,1,1,2
6035029,19519,1,1.0,1,6532,6,5327520,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,3,1,2,0,16562499,2,1,63,1,0,1,2,2,4,2,1,2
6035035,19519,1,1.0,1,6532,6,5327526,1,2.0,1,1,1.0,1,1,1,1.0,1.0,2,3,1,1,0,16562517,1,2,73,1,0,1,2,2,2,2,1,1
6035118,19519,1,2.0,1,6532,6,5327582,1,2.0,2,1,1.0,1,1,1,1.0,1.0,2,3,1,2,0,16562674,1,2,77,1,0,1,2,2,2,1,1,2
6035118,19519,1,2.0,1,6532,6,5327582,1,2.0,2,1,1.0,1,1,1,1.0,1.0,2,3,1,2,0,16562675,3,1,41,1,0,1,1,2,9,0,1,2
6035135,19519,1,1.0,1,6532,6,5327596,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,1,0,16562705,1,2,77,1,0,1,2,2,2,1,2,1
6035143,19519,1,1.0,1,6532,6,5327602,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,6,1,4,0,16562723,1,1,47,1,0,1,1,1,7,2,1,4
6035143,19519,1,1.0,1,6532,6,5327602,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,6,1,4,0,16562724,2,2,39,1,0,1,1,2,7,1,1,4
6035143,19519,1,1.0,1,6532,6,5327602,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,6,1,4,0,16562725,3,1,9,1,0,1,1,1,2,2,0,4
6035143,19519,1,1.0,1,6532,6,5327602,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,6,1,4,0,16562726,3,2,7,1,0,1,1,1,2,2,0,4
6034878,19519,1,1.0,1,6532,6,5327399,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,9,1,2,0,16562192,1,1,67,1,0,1,2,2,7,1,3,2
6034878,19519,1,1.0,1,6532,6,5327399,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,9,1,2,0,16562193,2,2,64,1,0,1,1,2,7,1,1,2
6034862,19519,1,1.0,1,6532,6,5327386,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,6,1,1,0,16562162,1,1,38,1,0,1,1,2,6,1,1,1
6034969,19519,1,1.0,1,6532,6,5327466,1,1.0,1,1,1.0,1,1,1,1.0,1.0,2,3,3,1,0,16562367,1,2,31,1,0,1,1,2,7,1,1,1
6035064,19519,1,2.0,1,6532,6,5327547,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,3,1,3,0,16562571,1,2,53,1,0,1,1,1,6,2,3,3
6035064,19519,1,2.0,1,6532,6,5327547,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,3,1,3,0,16562572,3,2,30,1,0,1,1,2,7,2,3,3
6035064,19519,1,2.0,1,6532,6,5327547,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,3,1,3,0,16562573,3,1,32,1,0,1,1,2,7,2,1,3
6034930,19519,1,1.0,1,6532,6,5327436,1,5.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,2,0,16562285,1,1,70,1,0,1,2,2,4,1,1,2
6034930,19519,1,1.0,1,6532,6,5327436,1,5.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,2,0,16562286,2,2,69,1,0,1,2,2,6,1,1,2
6034974,19519,1,1.0,1,6532,6,5327469,1,2.0,1,1,1.0,1,1,1,1.0,1.0,2,2,1,1,0,16562372,1,2,89,1,0,1,2,2,2,1,3,1
6035004,19519,1,2.0,1,6532,6,5327494,2,4.0,1,1,1.0,1,1,1,1.0,2.0,1,1,3,3,0,16562431,1,1,33,1,0,1,2,2,2,1,1,3
6035004,19519,1,2.0,1,6532,6,5327494,2,4.0,1,1,1.0,1,1,1,1.0,2.0,1,1,3,3,0,16562432,2,2,26,1,0,1,2,2,6,1,1,3
6035004,19519,1,2.0,1,6532,6,5327494,2,4.0,1,1,1.0,1,1,1,1.0,2.0,1,1,3,3,0,16562433,3,2,13,1,0,1,1,1,3,2,0,3
6035055,19519,1,1.0,1,6532,6,5327540,1,3.0,1,1,1.0,1,1,1,1.0,1.0,2,3,1,2,0,16562552,1,1,64,1,0,1,1,2,7,2,1,2
6035055,19519,1,1.0,1,6532,6,5327540,1,3.0,1,1,1.0,1,1,1,1.0,1.0,2,3,1,2,0,16562553,3,1,25,1,0,1,1,2,4,1,1,2
6035116,19519,1,1.0,1,6532,6,5327580,1,2.0,2,1,1.0,1,1,1,1.0,1.0,2,3,3,3,0,16562669,1,1,28,1,0,1,1,2,4,1,1,3
6035116,19519,1,1.0,1,6532,6,5327580,1,2.0,2,1,1.0,1,1,1,1.0,1.0,2,3,3,3,0,16562670,2,2,21,1,0,1,1,2,4,2,1,3
6035116,19519,1,1.0,1,6532,6,5327580,1,2.0,2,1,1.0,1,1,1,1.0,1.0,2,3,3,3,0,16562671,3,2,0,1,0,2,0,0,0,0,0,3
6035232,19520,1,1.0,1,6532,6,5327679,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,5,1,6,0,16562977,1,1,39,1,0,1,1,2,4,2,1,6
6035232,19520,1,1.0,1,6532,6,5327679,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,5,1,6,0,16562978,2,2,38,1,0,1,1,2,6,1,1,6
6035232,19520,1,1.0,1,6532,6,5327679,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,5,1,6,0,16562979,3,2,18,1,0,1,1,1,4,2,3,6
6035232,19520,1,1.0,1,6532,6,5327679,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,5,1,6,0,16562980,3,1,16,1,0,1,1,1,4,2,3,6
6035232,19520,1,1.0,1,6532,6,5327679,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,5,1,6,0,16562981,3,2,11,1,0,1,1,1,2,2,0,6
6035232,19520,1,1.0,1,6532,6,5327679,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,5,1,6,0,16562982,3,1,6,1,0,1,1,1,2,2,0,6
6035260,19520,1,1.0,1,6532,6,5327707,1,2.0,2,1,1.0,1,1,1,1.0,1.0,1,3,1,2,0,16563066,1,1,80,1,0,1,2,2,2,2,3,2
6035260,19520,1,1.0,1,6532,6,5327707,1,2.0,2,1,1.0,1,1,1,1.0,1.0,1,3,1,2,0,16563067,2,2,77,1,0,1,2,2,2,1,3,2
6035283,19520,1,1.0,1,6532,6,5327729,1,4.0,1,1,1.0,1,1,2,1.0,2.0,3,5,3,4,0,16563139,1,1,36,1,0,1,1,2,4,1,1,4
6035283,19520,1,1.0,1,6532,6,5327729,1,4.0,1,1,1.0,1,1,2,1.0,2.0,3,5,3,4,0,16563140,2,2,32,1,0,1,1,2,4,1,1,4
6035283,19520,1,1.0,1,6532,6,5327729,1,4.0,1,1,1.0,1,1,2,1.0,2.0,3,5,3,4,0,16563141,3,2,16,1,0,1,1,1,5,2,3,4
6035283,19520,1,1.0,1,6532,6,5327729,1,4.0,1,1,1.0,1,1,2,1.0,2.0,3,5,3,4,0,16563142,3,2,0,1,0,2,0,0,0,0,0,4
6035333,19520,1,1.0,1,6532,6,5327773,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,2,2,4,0,16563295,1,1,33,1,0,1,2,2,4,2,1,4
6035333,19520,1,1.0,1,6532,6,5327773,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,2,2,4,0,16563296,2,2,31,1,0,1,2,2,4,2,1,4
6035333,19520,1,1.0,1,6532,6,5327773,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,2,2,4,0,16563297,3,1,9,1,0,1,1,1,2,2,0,4
6035333,19520,1,1.0,1,6532,6,5327773,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,2,2,4,0,16563298,3,1,1,1,0,2,0,0,0,0,0,4
6035382,19520,1,1.0,1,6532,6,5327822,1,2.0,2,1,1.0,1,1,1,1.0,1.0,3,6,1,4,0,16563448,1,1,56,1,0,1,1,2,4,1,3,4
6035382,19520,1,1.0,1,6532,6,5327822,1,2.0,2,1,1.0,1,1,1,1.0,1.0,3,6,1,4,0,16563449,2,2,44,1,0,1,2,2,4,1,1,4
6035382,19520,1,1.0,1,6532,6,5327822,1,2.0,2,1,1.0,1,1,1,1.0,1.0,3,6,1,4,0,16563450,3,2,17,1,0,1,1,1,5,2,3,4
6035382,19520,1,1.0,1,6532,6,5327822,1,2.0,2,1,1.0,1,1,1,1.0,1.0,3,6,1,4,0,16563451,3,2,11,1,0,1,1,1,2,2,0,4
6035462,19520,1,1.0,1,6532,6,5327912,1,1.0,1,1,1.0,1,1,3,1.0,1.0,2,3,1,2,0,16563735,1,1,72,1,0,1,2,2,2,1,1,2
6035462,19520,1,1.0,1,6532,6,5327912,1,1.0,1,1,1.0,1,1,3,1.0,1.0,2,3,1,2,0,16563736,2,2,76,1,0,1,2,2,2,1,3,2
6035190,19520,1,1.0,1,6532,6,5327638,1,4.0,1,2,1.0,1,1,3,1.0,1.0,3,4,1,4,0,16562854,1,1,61,1,0,1,2,2,2,2,1,4
6035190,19520,1,1.0,1,6532,6,5327638,1,4.0,1,2,1.0,1,1,3,1.0,1.0,3,4,1,4,0,16562855,2,2,63,1,0,2,2,3,0,0,3,4
6035190,19520,1,1.0,1,6532,6,5327638,1,4.0,1,2,1.0,1,1,3,1.0,1.0,3,4,1,4,0,16562856,3,1,42,1,0,1,1,2,4,2,1,4
6035190,19520,1,1.0,1,6532,6,5327638,1,4.0,1,2,1.0,1,1,3,1.0,1.0,3,4,1,4,0,16562857,5,1,20,1,0,1,1,2,5,2,1,4
6035207,19520,1,1.0,1,6532,6,5327654,1,1.0,1,1,1.0,1,1,1,1.0,1.0,2,3,1,1,0,16562908,1,1,58,1,0,1,2,2,2,1,3,1
6035215,19520,1,1.0,1,6532,6,5327662,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,1,0,16562928,1,1,78,1,0,1,2,2,2,1,3,1
6035223,19520,1,1.0,1,6532,6,5327672,2,2.0,2,1,1.0,1,1,2,1.0,1.0,1,2,4,2,0,16562960,1,1,56,1,0,1,2,2,2,1,1,2
6035223,19520,1,1.0,1,6532,6,5327672,2,2.0,2,1,1.0,1,1,2,1.0,1.0,1,2,4,2,0,16562961,2,2,40,1,0,1,2,2,2,1,1,2
6035257,19520,1,1.0,1,6532,6,5327704,1,1.0,2,1,1.0,1,1,1,1.0,1.0,1,2,3,2,0,16563058,1,1,29,1,0,1,1,2,6,1,1,2
6035257,19520,1,1.0,1,6532,6,5327704,1,1.0,2,1,1.0,1,1,1,1.0,1.0,1,2,3,2,0,16563059,2,2,22,1,0,1,1,2,6,1,1,2
6035263,19520,1,1.0,1,6532,6,5327710,1,3.0,1,1,1.0,1,1,1,1.0,1.0,2,3,4,3,0,16563073,1,1,34,1,0,1,2,2,4,2,1,3
6035263,19520,1,1.0,1,6532,6,5327710,1,3.0,1,1,1.0,1,1,1,1.0,1.0,2,3,4,3,0,16563074,2,2,29,1,0,1,2,2,4,2,1,3
6035263,19520,1,1.0,1,6532,6,5327710,1,3.0,1,1,1.0,1,1,1,1.0,1.0,2,3,4,3,0,16563075,3,2,7,1,0,1,2,1,3,2,0,3
6035273,19520,1,1.0,1,6532,6,5327719,1,1.0,2,1,1.0,1,1,1,1.0,1.0,2,4,4,3,0,16563103,1,1,48,1,0,1,1,2,4,1,1,3
6035273,19520,1,1.0,1,6532,6,5327719,1,1.0,2,1,1.0,1,1,1,1.0,1.0,2,4,4,3,0,16563104,2,2,49,1,0,1,2,2,4,1,1,3
6035273,19520,1,1.0,1,6532,6,5327719,1,1.0,2,1,1.0,1,1,1,1.0,1.0,2,4,4,3,0,16563105,3,2,18,1,0,1,1,1,7,2,3,3
6035295,19520,1,1.0,1,6532,6,5327739,1,2.0,1,1,1.0,1,1,1,1.0,2.0,2,3,1,3,0,16563179,1,1,69,1,0,1,2,2,4,2,1,3
6035295,19520,1,1.0,1,6532,6,5327739,1,2.0,1,1,1.0,1,1,1,1.0,2.0,2,3,1,3,0,16563180,3,2,9,1,0,1,1,1,2,2,0,3
6035295,19520,1,1.0,1,6532,6,5327739,1,2.0,1,1,1.0,1,1,1,1.0,2.0,2,3,1,3,0,16563181,3,1,8,1,0,1,2,1,2,2,0,3
6035336,19520,1,1.0,1,6532,6,5327776,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,5,6,3,0,16563306,1,1,58,1,0,1,2,2,4,2,1,3
6035336,19520,1,1.0,1,6532,6,5327776,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,5,6,3,0,16563307,2,2,54,1,0,1,2,2,4,2,2,3
6035336,19520,1,1.0,1,6532,6,5327776,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,5,6,3,0,16563308,3,2,23,1,0,1,1,1,4,2,3,3
6035346,19520,1,1.0,1,6532,6,5327786,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,4,0,16563340,1,1,58,1,0,1,2,2,2,2,1,4
6035346,19520,1,1.0,1,6532,6,5327786,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,4,0,16563341,2,2,50,1,0,1,1,2,6,1,1,4
6035346,19520,1,1.0,1,6532,6,5327786,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,4,0,16563342,3,2,21,1,0,1,1,1,7,2,1,4
6035346,19520,1,1.0,1,6532,6,5327786,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,4,0,16563343,3,1,20,1,0,1,1,2,5,1,1,4
6035355,19520,1,1.0,1,6532,6,5327794,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,6,1,3,0,16563361,1,1,58,1,0,1,2,2,2,1,3,3
6035355,19520,1,1.0,1,6532,6,5327794,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,6,1,3,0,16563362,2,2,63,1,0,1,2,2,2,1,3,3
6035355,19520,1,1.0,1,6532,6,5327794,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,6,1,3,0,16563363,3,1,26,1,0,1,1,2,4,1,1,3
6035359,19520,1,1.0,1,6532,6,5327798,1,2.0,1,1,1.0,1,1,1,1.0,1.0,4,6,1,5,0,16563372,1,1,47,1,0,1,1,2,4,1,1,5
6035359,19520,1,1.0,1,6532,6,5327798,1,2.0,1,1,1.0,1,1,1,1.0,1.0,4,6,1,5,0,16563373,2,2,43,1,0,1,1,2,4,2,1,5
6035359,19520,1,1.0,1,6532,6,5327798,1,2.0,1,1,1.0,1,1,1,1.0,1.0,4,6,1,5,0,16563374,3,2,23,1,0,1,1,2,4,1,1,5
6035359,19520,1,1.0,1,6532,6,5327798,1,2.0,1,1,1.0,1,1,1,1.0,1.0,4,6,1,5,0,16563375,3,2,17,1,0,1,1,1,3,2,3,5
6035359,19520,1,1.0,1,6532,6,5327798,1,2.0,1,1,1.0,1,1,1,1.0,1.0,4,6,1,5,0,16563376,3,2,8,1,0,1,1,1,2,2,0,5
6035399,19520,1,1.0,1,6532,6,5327841,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,2,1,4,0,16563513,1,1,45,1,0,1,2,2,4,1,1,4
6035399,19520,1,1.0,1,6532,6,5327841,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,2,1,4,0,16563514,2,2,48,1,0,1,2,2,2,2,3,4
6035399,19520,1,1.0,1,6532,6,5327841,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,2,1,4,0,16563515,3,2,14,1,0,1,1,1,3,2,3,4
6035399,19520,1,1.0,1,6532,6,5327841,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,2,1,4,0,16563516,3,1,10,1,0,1,1,1,2,2,0,4
6035431,19520,1,1.0,1,6532,6,5327877,1,4.0,1,1,1.0,1,1,1,1.0,2.0,1,2,3,2,0,16563625,1,1,34,1,0,1,2,2,2,1,3,2
6035431,19520,1,1.0,1,6532,6,5327877,1,4.0,1,1,1.0,1,1,1,1.0,2.0,1,2,3,2,0,16563626,2,2,69,1,0,1,2,2,2,2,3,2
6035316,19520,1,1.0,1,6532,6,5327759,1,2.0,2,1,1.0,1,1,1,1.0,1.0,2,4,1,2,0,16563244,1,2,54,1,0,1,2,2,4,2,1,2
6035316,19520,1,1.0,1,6532,6,5327759,1,2.0,2,1,1.0,1,1,1,1.0,1.0,2,4,1,2,0,16563245,3,1,13,1,0,1,1,2,4,2,0,2
6035237,19520,1,1.0,1,6532,6,5327685,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,2,0,16563004,1,1,68,1,0,1,1,2,4,2,3,2
6035237,19520,1,1.0,1,6532,6,5327685,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,2,0,16563005,2,2,63,1,0,1,2,2,2,1,3,2
6035277,19520,1,1.0,1,6532,6,5327723,2,4.0,1,1,1.0,1,1,1,1.0,2.0,2,3,3,2,0,16563116,1,1,52,1,0,1,2,2,2,1,1,2
6035277,19520,1,1.0,1,6532,6,5327723,2,4.0,1,1,1.0,1,1,1,1.0,2.0,2,3,3,2,0,16563117,2,2,47,1,0,1,2,2,2,2,3,2
6035286,19520,1,1.0,1,6532,6,5327731,1,2.0,2,1,1.0,1,1,1,1.0,1.0,3,5,1,3,0,16563146,1,1,62,1,0,1,2,2,2,1,1,3
6035286,19520,1,1.0,1,6532,6,5327731,1,2.0,2,1,1.0,1,1,1,1.0,1.0,3,5,1,3,0,16563147,2,2,62,1,0,1,2,2,2,1,1,3
6035286,19520,1,1.0,1,6532,6,5327731,1,2.0,2,1,1.0,1,1,1,1.0,1.0,3,5,1,3,0,16563148,3,2,29,1,0,2,2,2,9,0,3,3
6035309,19520,1,1.0,1,6532,6,5327752,2,2.0,2,1,1.0,1,1,1,1.0,2.0,2,4,2,6,0,16563218,1,2,29,1,0,1,2,2,2,1,1,6
6035309,19520,1,1.0,1,6532,6,5327752,2,2.0,2,1,1.0,1,1,1,1.0,2.0,2,4,2,6,0,16563219,2,1,42,1,0,1,2,2,7,2,1,6
6035309,19520,1,1.0,1,6532,6,5327752,2,2.0,2,1,1.0,1,1,1,1.0,2.0,2,4,2,6,0,16563220,3,2,11,1,0,1,2,1,2,2,0,6
6035309,19520,1,1.0,1,6532,6,5327752,2,2.0,2,1,1.0,1,1,1,1.0,2.0,2,4,2,6,0,16563221,3,2,12,1,0,1,2,1,2,2,0,6
6035309,19520,1,1.0,1,6532,6,5327752,2,2.0,2,1,1.0,1,1,1,1.0,2.0,2,4,2,6,0,16563222,3,1,10,1,0,1,2,1,2,2,0,6
6035309,19520,1,1.0,1,6532,6,5327752,2,2.0,2,1,1.0,1,1,1,1.0,2.0,2,4,2,6,0,16563223,3,2,5,1,0,2,2,1,1,0,0,6
6035324,19520,1,1.0,1,6532,6,5327765,1,2.0,1,1,1.0,1,1,1,1.0,1.0,4,7,1,7,0,16563263,1,2,38,1,0,1,1,2,4,2,1,7
